French,English
Pre-built connectors,
Ready to modernize your internal control?,
Banking & Insurance,
API Developer,
ISO 27001:2022 Certified |,
Describe the main provisions of the regulation.,
Types of regulation:,
: Legislative texts,
: Regulatory texts,
: Administrative decisions,
: Technical standards,
: European guidelines,
Estimated impact:,
: Major changes required,
: Significant adaptations,
: Minor changes,
No actions match the search criteria.,
maxDate ||,
Start by adding the regulations applicable to your organization.,
Issuing organization:,
Publication date:,
Application date:,
Significant impact on operations.,
Moderate adaptation required with appropriate planning.,
Minor adaptation without significant operational impact.,
The impact has not yet been assessed.,
Description *,
Please enter a description.,
Responsible *,
Select a manager...,
Please select a manager.,
Due date *,
Please enter a due date.,
Please select a file.,
"Authorized formats: PDF, Word, Excel, PowerPoint, images (max 16MB)",
Regulation:,
Responsible:,
Report - Regulatory Monitoring,
Start by adding regulations.,
Archives - Regulatory Monitoring,
Archived watches will appear here.,
Archives - Compliance Actions,
Archived actions will appear here.,
User limit:,
Limit reached!,
You can no longer create users.,
The role defines the user's business permissions,
Description of roles:,
Consultation access.,
"Can create and manage audits, add findings.",
"Risk management, KRI indicators, validation of assessments.",
Management of regulatory monitoring and compliance actions.,
Access to consultation with possibility of comments.,
Choose a role tailored to the user's needs,
Create an inactive account if the user has to wait to start,
"If disabled, the user will no longer be able to log in",
Current status:,
Current role:,
Account information:,
Modified on:,
Last connection:,
Notes for managers:,
"As a manager, you cannot:",
"As a manager, you cannot modify:",
"System permissions (settings, permanent deletion)",
Audit & Compliance,
See directions/services,
Manage departments/services,
Users (Read only),
Currently enabled permissions:,
Customer statistics:,
Warning: This action is irreversible!,
Are you absolutely sure you want to delete this user?,
Deletion is done by deactivating the account.,
This action will immediately affect the user's ability to log in.,
Evaluations (30 days),
Top 5 Critical Risks,
KRI coverage rate,
FKBusiness Corporate Intelligence,
SOC 2 Type II,
Click the eye to hide/show password,
Forgotten password?,
Version 4.2.1,
FR-1 Server,
Connection problems?,
Flowchart name *,
Choose the link type:,
Are you sure you want to perform this action?,
By name (A-Z),
Create your first flowchart to model your business processes.,
The flowchart will be moved to the archives and will no longer be editable.,
Copy name *,
The copy will contain all elements and links of the original.,
Activity name *,
Oldest (days),
last 3 months,
The flowchart will be put back in the list of active flowcharts and will be editable again.,
This action is irreversible.,
I confirm that I want to permanently delete this flowchart,
Give a clear and descriptive name to your flowchart.,
Optional - Associate this flowchart with a direction.,
Optional - Associate this flowchart with a service.,
Ex: Processus d,
Management/Service,
You have not yet archived any flowcharts.,
"Are you sure you want to restore the flowchart """,
""" ?",
The flowchart will become active again and appear in your main list.,
Registration date:,
Génération assistée par IA,
Laissez l'IA vous suggérer des KRI pertinents basés sur le risque sélectionné.,
Générer avec IA,
Indicator type *,
Not associated (independent indicator),
Indicator name *,
Measurement frequency *,
Select...,
Direction of threshold evaluation *,
Risk/underperformance if value,
For KRIs: high value = high risk,
"Ex: Error rate, Delays...",
Interpretation of thresholds:,
L'IA analyse votre risque pour générer des suggestions pertinentes...,
alert threshold': 'Value,
L'IA n'a pas pu générer de suggestions. Essayez de fournir plus de détails sur le risque.,
Alerte:,
Critique:,
Pourquoi cet indicateur ?,
Prévisualiser,
Personnalisez la suggestion selon vos besoins.,
RH,
"Après sauvegarde, la suggestion sera mise à jour dans la liste.",
Ex: Taux d,
Ex: (Nombre d,
Risk/underperformance if value > seuil,
Risque si valeur > seuil,
Généré par IA,
Ce KRI a été généré par IA,
Vous pouvez le modifier selon vos besoins ou demander à l'IA de nouvelles suggestions.,
Regénérer avec IA,
L'IA analyse votre KRI existant pour des suggestions d'optimisation...,
L'IA analyse votre KRI et le risque associé...,
L'IA analyse votre KRI pour des suggestions d'amélioration...,
L'IA n'a pas pu générer de suggestions d'optimisation.,
Changements proposés:,
Impact attendu:,
KPI indicators,
KRI only,
KPI only,
KRIs and KPIs allow you to monitor the evolution of your organization's risks and performance.,
This action is irreversible!,
All associated metrics will also be deleted.,
Are you sure you want to permanently remove this flag?,
= AlertThreshold && (CriticalThreshold === 0 || value,
Measurement date *,
"Formats accepted: PDF, Word, Excel, images, text (max 10MB)",
Are you sure you want to remove this measure?,
KRI Archived,
More than 30 days,
Unit of measurement:,
Last value:,
Associated risk:,
Archival information:,
KRI Statistics:,
"""Clean old"" supprime les KRI archivés depuis plus de 90 jours.",
Are you sure you want to permanently delete this KRI?,
Super Admin:,
Global view (all customers),
Active Customer View:,
Active services:,
Start by creating your organizational directions.,
Username *,
Optional: apply a permissions model,
Last update:,
Current permissions:,
Dashboard & Reports,
Regulatory Monitoring & Directions,
Default role:,
Defines the role to which this template will be automatically assigned.,
Permissions:,
Check the boxes to enable the corresponding permissions.,
Standard user:,
"View dashboard, view reports, view directions",
"+ Manage risks, KRI, export data, see user list",
"+ Manage audits, action plans, see directions",
Customer Admin:,
All permissions except manage clients/provision servers,
New permissions:,
can_view_departments,
: See directions and services,
can_manage_departments,
: Create/modify directions and services,
can_view_users_list,
: View user list,
can_edit_users,
: Edit users (except client admin),
Errors in the form:,
Automatically applies a predefined set of permissions (optional),
Access for consultation only.,
"Can create and manage audits, recommendations and action plans.",
Full access to regulatory monitoring and compliance modules.,
"Can manage risks, KRI and validate assessments.",
Consultation access with the possibility of commenting and suggesting.,
Archived services:,
All your directions are active.,
The directorates represent the main organizational units of your structure.,
Each department can contain several services and have its own risk maps.,
Viewing the last 100 activities,
Last modification:,
Enabled permissions:,
Changes will affect all users using this template.,
